YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2019,12,CA,"Electric Generators, Independent Power Producers",Natural Gas,3575974
2019,12,CA,"Electric Generators, Independent Power Producers",Other,6764
2019,12,CA,"Electric Generators, Independent Power Producers",Petroleum,520
2019,12,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1058250
2019,12,CA,"Electric Generators, Independent Power Producers",Other Biomass,150845
2019,12,CA,"Electric Generators, Independent Power Producers",Wind,452018
2019,12,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,147441
2019,12,CA,"Electric Generators, Electric Utilities",Total,5815150
2019,12,CA,"Electric Generators, Electric Utilities",Geothermal,38508
2019,12,CA,"Electric Generators, Electric Utilities",Pumped Storage,-106787
2019,12,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1850404
2019,12,CA,"Electric Generators, Electric Utilities",Natural Gas,2868992
2019,12,CA,"Electric Generators, Electric Utilities",Nuclear,1110811
2019,12,CA,"Electric Generators, Electric Utilities",Other Gases,0
2019,12,CA,"Electric Generators, Electric Utilities",Other,-959
2019,12,CA,"Electric Generators, Electric Utilities",Petroleum,3073
2019,12,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,16664
2019,12,CA,"Electric Generators, Electric Utilities",Other Biomass,7413
2019,12,CA,"Electric Generators, Electric Utilities",Wind,27031
2020,1,CA,Total Electric Power Industry,Total,13894378
2020,1,CA,Total Electric Power Industry,Coal,23721
2020,1,CA,Total Electric Power Industry,Geothermal,768640
2020,1,CA,Total Electric Power Industry,Pumped Storage,-62422
2020,1,CA,Total Electric Power Industry,Hydroelectric Conventional,1587744
2020,1,CA,Total Electric Power Industry,Natural Gas,6897670
2020,1,CA,Total Electric Power Industry,Nuclear,1689545
2020,1,CA,Total Electric Power Industry,Other Gases,92977
2020,1,CA,Total Electric Power Industry,Other,66370
2020,1,CA,Total Electric Power Industry,Petroleum,3819
2020,1,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,1534236
2020,1,CA,Total Electric Power Industry,Other Biomass,241588
2020,1,CA,Total Electric Power Industry,Wind,762973
2020,1,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,287517
2020,1,CA,"Combined Heat and Power, Industrial Power",Total,1169830
2020,1,CA,"Combined Heat and Power, Industrial Power",Coal,23721
2020,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas,934352
2020,1,CA,"Combined Heat and Power, Industrial Power",Other Gases,92977
2020,1,CA,"Combined Heat and Power, Industrial Power",Other,51086
2020,1,CA,"Combined Heat and Power, Industrial Power",Petroleum,445
2020,1,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,1995
2020,1,CA,"Combined Heat and Power, Industrial Power",Other Biomass,2125
2020,1,CA,"Combined Heat and Power, Industrial Power",Wind,154
2020,1,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,62974
2020,1,CA,"Combined Heat and Power, Commercial Power",Total,222884
2020,1,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2020,1,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,242
2020,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas,148313
2020,1,CA,"Combined Heat and Power, Commercial Power",Other,-135
2020,1,CA,"Combined Heat and Power, Commercial Power",Petroleum,26
2020,1,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,8346
2020,1,CA,"Combined Heat and Power, Commercial Power",Other Biomass,65486
2020,1,CA,"Combined Heat and Power, Commercial Power",Wind,604
2020,1,CA,"Combined Heat and Power, Electric Power",Total,1088838
2020,1,CA,"Combined Heat and Power, Electric Power",Coal,0
2020,1,CA,"Combined Heat and Power, Electric Power",Natural Gas,983939
2020,1,CA,"Combined Heat and Power, Electric Power",Other,9597
2020,1,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,379
2020,1,CA,"Combined Heat and Power, Electric Power",Other Biomass,16969
2020,1,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,77954
2020,1,CA,"Electric Generators, Independent Power Producers",Total,5864702
2020,1,CA,"Electric Generators, Independent Power Producers",Geothermal,722144
2020,1,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,83526
2020,1,CA,"Electric Generators, Independent Power Producers",Natural Gas,2519154
2020,1,CA,"Electric Generators, Independent Power Producers",Other,6607
2020,1,CA,"Electric Generators, Independent Power Producers",Petroleum,654
2020,1,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1500229
2020,1,CA,"Electric Generators, Independent Power Producers",Other Biomass,151313
2020,1,CA,"Electric Generators, Independent Power Producers",Wind,734487
2020,1,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,146588
2020,1,CA,"Electric Generators, Electric Utilities",Total,5548125
2020,1,CA,"Electric Generators, Electric Utilities",Geothermal,46496
2020,1,CA,"Electric Generators, Electric Utilities",Pumped Storage,-62422
2020,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1503976
2020,1,CA,"Electric Generators, Electric Utilities",Natural Gas,2311912
2020,1,CA,"Electric Generators, Electric Utilities",Nuclear,1689545
2020,1,CA,"Electric Generators, Electric Utilities",Other Gases,0
2020,1,CA,"Electric Generators, Electric Utilities",Other,-785
2020,1,CA,"Electric Generators, Electric Utilities",Petroleum,2692
2020,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,23287
2020,1,CA,"Electric Generators, Electric Utilities",Other Biomass,5696
2020,1,CA,"Electric Generators, Electric Utilities",Wind,27728
2020,2,CA,Total Electric Power Industry,Total,13110268
2020,2,CA,Total Electric Power Industry,Coal,25291
2020,2,CA,Total Electric Power Industry,Geothermal,824851
2020,2,CA,Total Electric Power Industry,Pumped Storage,6409
2020,2,CA,Total Electric Power Industry,Hydroelectric Conventional,1168753
2020,2,CA,Total Electric Power Industry,Natural Gas,6083046
2020,2,CA,Total Electric Power Industry,Nuclear,1486059
2020,2,CA,Total Electric Power Industry,Other Gases,135849
2020,2,CA,Total Electric Power Industry,Other,41918
2020,2,CA,Total Electric Power Industry,Petroleum,3057
2020,2,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,2074198
2020,2,CA,Total Electric Power Industry,Other Biomass,218825
2020,2,CA,Total Electric Power Industry,Wind,780096
2020,2,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,261916
2020,2,CA,"Combined Heat and Power, Industrial Power",Total,1019400
2020,2,CA,"Combined Heat and Power, Industrial Power",Coal,25291
2020,2,CA,"Combined Heat and Power, Industrial Power",Natural Gas,762556
2020,2,CA,"Combined Heat and Power, Industrial Power",Other Gases,135849
2020,2,CA,"Combined Heat and Power, Industrial Power",Other,30595
2020,2,CA,"Combined Heat and Power, Industrial Power",Petroleum,352
2020,2,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,2652
2020,2,CA,"Combined Heat and Power, Industrial Power",Other Biomass,1835
2020,2,CA,"Combined Heat and Power, Industrial Power",Wind,345
2020,2,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,59926
2020,2,CA,"Combined Heat and Power, Commercial Power",Total,197315
2020,2,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2020,2,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,506
2020,2,CA,"Combined Heat and Power, Commercial Power",Natural Gas,125006
2020,2,CA,"Combined Heat and Power, Commercial Power",Other,-107
2020,2,CA,"Combined Heat and Power, Commercial Power",Petroleum,38
2020,2,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,10996
2020,2,CA,"Combined Heat and Power, Commercial Power",Other Biomass,60320
2020,2,CA,"Combined Heat and Power, Commercial Power",Wind,556
2020,2,CA,"Combined Heat and Power, Electric Power",Total,748417
2020,2,CA,"Combined Heat and Power, Electric Power",Coal,0
2020,2,CA,"Combined Heat and Power, Electric Power",Natural Gas,659741
2020,2,CA,"Combined Heat and Power, Electric Power",Other,6790
2020,2,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,2,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,514
2020,2,CA,"Combined Heat and Power, Electric Power",Other Biomass,13779
2020,2,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,67593
2020,2,CA,"Electric Generators, Independent Power Producers",Total,6356275
2020,2,CA,"Electric Generators, Independent Power Producers",Geothermal,772068
2020,2,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,62315
2020,2,CA,"Electric Generators, Independent Power Producers",Natural Gas,2486412
2020,2,CA,"Electric Generators, Independent Power Producers",Other,5743
2020,2,CA,"Electric Generators, Independent Power Producers",Petroleum,203
2020,2,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2028470
2020,2,CA,"Electric Generators, Independent Power Producers",Other Biomass,137272
2020,2,CA,"Electric Generators, Independent Power Producers",Wind,729394
2020,2,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,134397
2020,2,CA,"Electric Generators, Electric Utilities",Total,4788862
2020,2,CA,"Electric Generators, Electric Utilities",Geothermal,52783
2020,2,CA,"Electric Generators, Electric Utilities",Pumped Storage,6409
2020,2,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1105932
2020,2,CA,"Electric Generators, Electric Utilities",Natural Gas,2049331
2020,2,CA,"Electric Generators, Electric Utilities",Nuclear,1486059
2020,2,CA,"Electric Generators, Electric Utilities",Other Gases,0
2020,2,CA,"Electric Generators, Electric Utilities",Other,-1103
2020,2,CA,"Electric Generators, Electric Utilities",Petroleum,2465
2020,2,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,31566
2020,2,CA,"Electric Generators, Electric Utilities",Other Biomass,5619
2020,2,CA,"Electric Generators, Electric Utilities",Wind,49801
2020,3,CA,Total Electric Power Industry,Total,14502058
2020,3,CA,Total Electric Power Industry,Coal,23011
2020,3,CA,Total Electric Power Industry,Geothermal,1040220
2020,3,CA,Total Electric Power Industry,Pumped Storage,-53488
2020,3,CA,Total Electric Power Industry,Hydroelectric Conventional,1232727
2020,3,CA,Total Electric Power Industry,Natural Gas,6764097
2020,3,CA,Total Electric Power Industry,Nuclear,1671026
2020,3,CA,Total Electric Power Industry,Other Gases,142426
2020,3,CA,Total Electric Power Industry,Other,43479
2020,3,CA,Total Electric Power Industry,Petroleum,3431
2020,3,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,2031292
2020,3,CA,Total Electric Power Industry,Other Biomass,228286
2020,3,CA,Total Electric Power Industry,Wind,1131068
2020,3,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,244483
2020,3,CA,"Combined Heat and Power, Industrial Power",Total,1118053
2020,3,CA,"Combined Heat and Power, Industrial Power",Coal,23011
2020,3,CA,"Combined Heat and Power, Industrial Power",Natural Gas,853558
2020,3,CA,"Combined Heat and Power, Industrial Power",Other Gases,142426
2020,3,CA,"Combined Heat and Power, Industrial Power",Other,29985
2020,3,CA,"Combined Heat and Power, Industrial Power",Petroleum,99
2020,3,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,2601
2020,3,CA,"Combined Heat and Power, Industrial Power",Other Biomass,1973
2020,3,CA,"Combined Heat and Power, Industrial Power",Wind,327
2020,3,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,64074
2020,3,CA,"Combined Heat and Power, Commercial Power",Total,209741
2020,3,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2020,3,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,685
2020,3,CA,"Combined Heat and Power, Commercial Power",Natural Gas,132565
2020,3,CA,"Combined Heat and Power, Commercial Power",Other,-158
2020,3,CA,"Combined Heat and Power, Commercial Power",Petroleum,37
2020,3,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,11077
2020,3,CA,"Combined Heat and Power, Commercial Power",Other Biomass,64863
2020,3,CA,"Combined Heat and Power, Commercial Power",Wind,673
2020,3,CA,"Combined Heat and Power, Electric Power",Total,813909
2020,3,CA,"Combined Heat and Power, Electric Power",Coal,0
2020,3,CA,"Combined Heat and Power, Electric Power",Natural Gas,727072
2020,3,CA,"Combined Heat and Power, Electric Power",Other,8711
2020,3,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,3,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,503
2020,3,CA,"Combined Heat and Power, Electric Power",Other Biomass,15868
2020,3,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,61754
2020,3,CA,"Electric Generators, Independent Power Producers",Total,7184750
2020,3,CA,"Electric Generators, Independent Power Producers",Geothermal,970742
2020,3,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,65972
2020,3,CA,"Electric Generators, Independent Power Producers",Natural Gas,2817898
2020,3,CA,"Electric Generators, Independent Power Producers",Other,5962
2020,3,CA,"Electric Generators, Independent Power Producers",Petroleum,669
2020,3,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1986222
2020,3,CA,"Electric Generators, Independent Power Producers",Other Biomass,140134
2020,3,CA,"Electric Generators, Independent Power Producers",Wind,1078497
2020,3,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,118654
2020,3,CA,"Electric Generators, Electric Utilities",Total,5175605
2020,3,CA,"Electric Generators, Electric Utilities",Geothermal,69478
2020,3,CA,"Electric Generators, Electric Utilities",Pumped Storage,-53488
2020,3,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1166070
2020,3,CA,"Electric Generators, Electric Utilities",Natural Gas,2233004
2020,3,CA,"Electric Generators, Electric Utilities",Nuclear,1671026
2020,3,CA,"Electric Generators, Electric Utilities",Other Gases,0
2020,3,CA,"Electric Generators, Electric Utilities",Other,-1021
2020,3,CA,"Electric Generators, Electric Utilities",Petroleum,2627
2020,3,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,30890
2020,3,CA,"Electric Generators, Electric Utilities",Other Biomass,5448
2020,3,CA,"Electric Generators, Electric Utilities",Wind,51571
2020,4,CA,Total Electric Power Industry,Total,13975893
2020,4,CA,Total Electric Power Industry,Coal,22022
2020,4,CA,Total Electric Power Industry,Geothermal,977813
2020,4,CA,Total Electric Power Industry,Pumped Storage,-46567
2020,4,CA,Total Electric Power Industry,Hydroelectric Conventional,1932524
2020,4,CA,Total Electric Power Industry,Natural Gas,4768630
2020,4,CA,Total Electric Power Industry,Nuclear,1630645
2020,4,CA,Total Electric Power Industry,Other Gases,124494
2020,4,CA,Total Electric Power Industry,Other,58254
2020,4,CA,Total Electric Power Industry,Petroleum,2266
2020,4,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,2560522
2020,4,CA,Total Electric Power Industry,Other Biomass,209742
2020,4,CA,Total Electric Power Industry,Wind,1521195
2020,4,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,214353
2020,4,CA,"Combined Heat and Power, Industrial Power",Total,1050276
2020,4,CA,"Combined Heat and Power, Industrial Power",Coal,22022
2020,4,CA,"Combined Heat and Power, Industrial Power",Natural Gas,817107
2020,4,CA,"Combined Heat and Power, Industrial Power",Other Gases,124494
2020,4,CA,"Combined Heat and Power, Industrial Power",Other,44587
2020,4,CA,"Combined Heat and Power, Industrial Power",Petroleum,80
2020,4,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,3368
2020,4,CA,"Combined Heat and Power, Industrial Power",Other Biomass,1857
2020,4,CA,"Combined Heat and Power, Industrial Power",Wind,459
2020,4,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,36301
2020,4,CA,"Combined Heat and Power, Commercial Power",Total,189034
2020,4,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2020,4,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,1353
2020,4,CA,"Combined Heat and Power, Commercial Power",Natural Gas,113108
2020,4,CA,"Combined Heat and Power, Commercial Power",Other,-139
2020,4,CA,"Combined Heat and Power, Commercial Power",Petroleum,18
2020,4,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,13802
2020,4,CA,"Combined Heat and Power, Commercial Power",Other Biomass,60328
2020,4,CA,"Combined Heat and Power, Commercial Power",Wind,564
2020,4,CA,"Combined Heat and Power, Electric Power",Total,909309
2020,4,CA,"Combined Heat and Power, Electric Power",Coal,0
2020,4,CA,"Combined Heat and Power, Electric Power",Natural Gas,809260
2020,4,CA,"Combined Heat and Power, Electric Power",Other,7784
2020,4,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,4,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,634
2020,4,CA,"Combined Heat and Power, Electric Power",Other Biomass,14538
2020,4,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,77093
2020,4,CA,"Electric Generators, Independent Power Producers",Total,6889222
2020,4,CA,"Electric Generators, Independent Power Producers",Geothermal,925852
2020,4,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,96841
2020,4,CA,"Electric Generators, Independent Power Producers",Natural Gas,1685254
2020,4,CA,"Electric Generators, Independent Power Producers",Other,7087
2020,4,CA,"Electric Generators, Independent Power Producers",Petroleum,77
2020,4,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2503788
2020,4,CA,"Electric Generators, Independent Power Producers",Other Biomass,128303
2020,4,CA,"Electric Generators, Independent Power Producers",Wind,1441062
2020,4,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,100959
2020,4,CA,"Electric Generators, Electric Utilities",Total,4938052
2020,4,CA,"Electric Generators, Electric Utilities",Geothermal,51961
2020,4,CA,"Electric Generators, Electric Utilities",Pumped Storage,-46567
2020,4,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1834331
2020,4,CA,"Electric Generators, Electric Utilities",Natural Gas,1343901
2020,4,CA,"Electric Generators, Electric Utilities",Nuclear,1630645
2020,4,CA,"Electric Generators, Electric Utilities",Other Gases,0
2020,4,CA,"Electric Generators, Electric Utilities",Other,-1065
2020,4,CA,"Electric Generators, Electric Utilities",Petroleum,2091
2020,4,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,38930
2020,4,CA,"Electric Generators, Electric Utilities",Other Biomass,4715
2020,4,CA,"Electric Generators, Electric Utilities",Wind,79111
2020,5,CA,Total Electric Power Industry,Total,15397397
2020,5,CA,Total Electric Power Industry,Coal,24458
2020,5,CA,Total Electric Power Industry,Geothermal,985195
2020,5,CA,Total Electric Power Industry,Pumped Storage,2384
2020,5,CA,Total Electric Power Industry,Hydroelectric Conventional,2679959
2020,5,CA,Total Electric Power Industry,Natural Gas,4488323
2020,5,CA,Total Electric Power Industry,Nuclear,1597652
2020,5,CA,Total Electric Power Industry,Other Gases,132651
2020,5,CA,Total Electric Power Industry,Other,60308
2020,5,CA,Total Electric Power Industry,Petroleum,3326
2020,5,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,3395158
2020,5,CA,Total Electric Power Industry,Other Biomass,231611
2020,5,CA,Total Electric Power Industry,Wind,1553082
2020,5,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,243291
2020,5,CA,"Combined Heat and Power, Industrial Power",Total,1096162
2020,5,CA,"Combined Heat and Power, Industrial Power",Coal,24458
2020,5,CA,"Combined Heat and Power, Industrial Power",Natural Gas,807995
2020,5,CA,"Combined Heat and Power, Industrial Power",Other Gases,132651
2020,5,CA,"Combined Heat and Power, Industrial Power",Other,51852
2020,5,CA,"Combined Heat and Power, Industrial Power",Petroleum,1016
2020,5,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,6636
2020,5,CA,"Combined Heat and Power, Industrial Power",Other Biomass,1977
2020,5,CA,"Combined Heat and Power, Industrial Power",Wind,507
2020,5,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,69070
2020,5,CA,"Combined Heat and Power, Commercial Power",Total,208796
2020,5,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2020,5,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,1232
2020,5,CA,"Combined Heat and Power, Commercial Power",Natural Gas,124900
2020,5,CA,"Combined Heat and Power, Commercial Power",Other,-139
2020,5,CA,"Combined Heat and Power, Commercial Power",Petroleum,30
2020,5,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,18043
2020,5,CA,"Combined Heat and Power, Commercial Power",Other Biomass,64198
2020,5,CA,"Combined Heat and Power, Commercial Power",Wind,532
2020,5,CA,"Combined Heat and Power, Electric Power",Total,973863
2020,5,CA,"Combined Heat and Power, Electric Power",Coal,0
2020,5,CA,"Combined Heat and Power, Electric Power",Natural Gas,890008
2020,5,CA,"Combined Heat and Power, Electric Power",Other,4969
2020,5,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,5,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,829
2020,5,CA,"Combined Heat and Power, Electric Power",Other Biomass,12702
2020,5,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,65355
2020,5,CA,"Electric Generators, Independent Power Producers",Total,7481621
2020,5,CA,"Electric Generators, Independent Power Producers",Geothermal,919063
2020,5,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,132635
2020,5,CA,"Electric Generators, Independent Power Producers",Natural Gas,1384157
2020,5,CA,"Electric Generators, Independent Power Producers",Other,4547
2020,5,CA,"Electric Generators, Independent Power Producers",Petroleum,117
2020,5,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,3318701
2020,5,CA,"Electric Generators, Independent Power Producers",Other Biomass,147022
2020,5,CA,"Electric Generators, Independent Power Producers",Wind,1466514
2020,5,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,108866
2020,5,CA,"Electric Generators, Electric Utilities",Total,5636956
2020,5,CA,"Electric Generators, Electric Utilities",Geothermal,66132
2020,5,CA,"Electric Generators, Electric Utilities",Pumped Storage,2384
2020,5,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2546092
2020,5,CA,"Electric Generators, Electric Utilities",Natural Gas,1281264
2020,5,CA,"Electric Generators, Electric Utilities",Nuclear,1597652
2020,5,CA,"Electric Generators, Electric Utilities",Other Gases,0
2020,5,CA,"Electric Generators, Electric Utilities",Other,-921
2020,5,CA,"Electric Generators, Electric Utilities",Petroleum,2163
2020,5,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,50949
2020,5,CA,"Electric Generators, Electric Utilities",Other Biomass,5712
2020,5,CA,"Electric Generators, Electric Utilities",Wind,85529
2020,6,CA,Total Electric Power Industry,Total,17161055
2020,6,CA,Total Electric Power Industry,Coal,20812
2020,6,CA,Total Electric Power Industry,Geothermal,930174
2020,6,CA,Total Electric Power Industry,Pumped Storage,54280
2020,6,CA,Total Electric Power Industry,Hydroelectric Conventional,2484555
2020,6,CA,Total Electric Power Industry,Natural Gas,6287202
2020,6,CA,Total Electric Power Industry,Nuclear,1628068
2020,6,CA,Total Electric Power Industry,Other Gases,121707
2020,6,CA,Total Electric Power Industry,Other,53092
2020,6,CA,Total Electric Power Industry,Petroleum,2966
2020,6,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,3388124
2020,6,CA,Total Electric Power Industry,Other Biomass,213368
2020,6,CA,Total Electric Power Industry,Wind,1721623
2020,6,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,255085
2020,6,CA,"Combined Heat and Power, Industrial Power",Total,1139714
2020,6,CA,"Combined Heat and Power, Industrial Power",Coal,20812
2020,6,CA,"Combined Heat and Power, Industrial Power",Natural Gas,874640
2020,6,CA,"Combined Heat and Power, Industrial Power",Other Gases,121707
2020,6,CA,"Combined Heat and Power, Industrial Power",Other,48392
2020,6,CA,"Combined Heat and Power, Industrial Power",Petroleum,310
2020,6,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,6509
2020,6,CA,"Combined Heat and Power, Industrial Power",Other Biomass,1799
2020,6,CA,"Combined Heat and Power, Industrial Power",Wind,593
2020,6,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,64951
2020,6,CA,"Combined Heat and Power, Commercial Power",Total,201283
2020,6,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2020,6,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,582
2020,6,CA,"Combined Heat and Power, Commercial Power",Natural Gas,124456
2020,6,CA,"Combined Heat and Power, Commercial Power",Other,-123
2020,6,CA,"Combined Heat and Power, Commercial Power",Petroleum,43
2020,6,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,17889
2020,6,CA,"Combined Heat and Power, Commercial Power",Other Biomass,57943
2020,6,CA,"Combined Heat and Power, Commercial Power",Wind,494
2020,6,CA,"Combined Heat and Power, Electric Power",Total,1031706
2020,6,CA,"Combined Heat and Power, Electric Power",Coal,0
2020,6,CA,"Combined Heat and Power, Electric Power",Natural Gas,950211
2020,6,CA,"Combined Heat and Power, Electric Power",Other,1400
2020,6,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,6,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,826
2020,6,CA,"Combined Heat and Power, Electric Power",Other Biomass,9066
2020,6,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,70203
2020,6,CA,"Electric Generators, Independent Power Producers",Total,8521323
2020,6,CA,"Electric Generators, Independent Power Producers",Geothermal,865013
2020,6,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,123929
2020,6,CA,"Electric Generators, Independent Power Producers",Natural Gas,2346681
2020,6,CA,"Electric Generators, Independent Power Producers",Other,4350
2020,6,CA,"Electric Generators, Independent Power Producers",Petroleum,279
2020,6,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,3312164
2020,6,CA,"Electric Generators, Independent Power Producers",Other Biomass,138085
2020,6,CA,"Electric Generators, Independent Power Producers",Wind,1610892
2020,6,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,119931
2020,6,CA,"Electric Generators, Electric Utilities",Total,6267028
2020,6,CA,"Electric Generators, Electric Utilities",Geothermal,65161
2020,6,CA,"Electric Generators, Electric Utilities",Pumped Storage,54280
2020,6,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2360044
2020,6,CA,"Electric Generators, Electric Utilities",Natural Gas,1991214
2020,6,CA,"Electric Generators, Electric Utilities",Nuclear,1628068
2020,6,CA,"Electric Generators, Electric Utilities",Other Gases,0
2020,6,CA,"Electric Generators, Electric Utilities",Other,-927
2020,6,CA,"Electric Generators, Electric Utilities",Petroleum,2334
2020,6,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,50735
2020,6,CA,"Electric Generators, Electric Utilities",Other Biomass,6474
2020,6,CA,"Electric Generators, Electric Utilities",Wind,109645
2020,7,CA,Total Electric Power Industry,Total,20094229
2020,7,CA,Total Electric Power Industry,Coal,24359
2020,7,CA,Total Electric Power Industry,Geothermal,1004465
2020,7,CA,Total Electric Power Industry,Pumped Storage,69301
2020,7,CA,Total Electric Power Industry,Hydroelectric Conventional,2599484
2020,7,CA,Total Electric Power Industry,Natural Gas,8873230
2020,7,CA,Total Electric Power Industry,Nuclear,1278695
2020,7,CA,Total Electric Power Industry,Other Gases,157159
2020,7,CA,Total Electric Power Industry,Other,63891
2020,7,CA,Total Electric Power Industry,Petroleum,4475
2020,7,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,3824406
